58;58;14;39690;39690;0;0.2;1;3;4;0;0;0;1; 1
58;58;15;39690;39690;0;1;1;3;12;0;0;0;1; 1
58;58;16;39690;39690;0;2.3;1;3;5;0;0;0;1; 1
58;58;11;39690;39690;2700;0;1;3;13;0;0;0;1; 1
57;57;87;39690;39690;314.9;0;1;1;8;0;0;0;1; 3
59;59;88;39690;39690;16500;2.6;1;3;37;0;0;0;1; 1
59;59;89;39690;39690;9891;2.6;1;3;20;0;0;0;1; 1
59;59;90;39690;39690;18000;2.6;1;3;3;0;0;0;1; 1
65;65;91;39779;39779;950;2.6;1;1;40;0;0;0;1; 3
46;46;69;39578;39578;32.8;0;1;1;8;0;0;0;1; 3
39;39;8;39578;39578;490;0;1;3;40;0;0;0;1; 1
5;5;59;39397;39397;0;6.4;1;1;40;0;0;0;1; 3
5;5;60;39397;39397;0;6.4;1;1;20;0;0;0;1; 3
53;53;58;39397;39397;0;6.4;1;1;40;0;0;0;1; 3
54;54;61;39397;39404;85.7;6.4;1;1;23;0;0;0;1; 3
24;24;40;38714;38714;950;2.5;1;3;40;0;0;0;1; 1
66;66;92;39780;39780;213613.6;8.3;1;1;23;0;0;0;1; 3
60;60;93;39792;39792;10330.6;2.6;1;1;3;0;0;0;1; 3
60;60;94;39792;39792;10330.6;2.6;1;1;20;0;0;0;1; 3
64;64;99;39957;39957;3099.2;2.6;1;1;37;0;0;0;1; 3
25;25;41;38715;38715;950;2.5;1;3;40;0;0;0;1; 1
26;26;42;38870;38870;950;2.5;1;3;40;0;0;0;1; 1
27;27;43;38870;38870;950;2.5;1;3;40;0;0;0;1; 1
28;28;44;38970;38970;950;6.4;1;3;40;0;0;0;1; 1
29;29;45;39023;39023;989.1;6.4;1;3;37;0;0;0;1; 1
30;30;46;39046;39046;950;6.4;1;3;40;0;0;0;1; 1
32;32;50;39144;39144;9250;6.4;1;3;40;0;0;0;1; 1
10;10;48;39059;39059;952.6;6.4;1;1;40;0;0;0;1; 3
33;33;49;39100;39100;950;6.4;1;3;40;0;0;0;1; 1
34;34;53;39195;39195;989.1;6.4;1;3;37;0;0;0;1; 1
34;34;54;39195;39195;989.1;6.4;1;3;20;0;0;0;1; 1
34;34;52;39195;39195;989.1;6.4;1;3;3;0;0;0;1; 1
34;34;51;39195;39195;4050;6.4;1;3;23;0;0;0;1; 1
35;35;55;39199;39199;950;6.4;1;3;40;0;0;0;1; 1
35;35;56;39199;39199;4025;6.4;1;3;23;0;0;0;1; 1
1;1;57;39313;39313;950;6.4;1;3;40;0;0;0;1; 1
11;11;25;38693;38693;950;2.7;1;3;40;0;0;0;1; 1
7;7;20;38680;38680;950;2.7;1;3;40;0;0;0;1; 1
12;12;26;38693;38693;99.9;2.7;1;3;40;0;0;0;1; 1
8;8;21;38680;38680;50;2.7;1;3;40;0;0;0;1; 1
13;13;27;38693;38693;99.9;2.7;1;3;40;0;0;0;1; 1
9;9;22;38680;38680;50;2.7;1;3;40;0;0;0;1; 1
15;15;28;38693;38693;99.9;2.7;1;3;40;0;0;0;1; 1
48;48;23;38680;38680;99.9;2.7;1;3;40;0;0;0;1; 1
49;49;2;38680;38680;10;2.7;1;3;40;0;0;0;1; 1
14;14;24;38682;38682;3505.5;2.7;1;3;40;0;0;0;1; 1
50;50;29;38695;38695;99.9;2;1;3;40;0;0;0;1; 1
16;16;33;38695;38695;499.5;2.5;1;3;40;0;0;0;1; 1
17;17;34;38695;38695;99.9;2.5;1;3;40;0;0;0;1; 1
18;18;35;38695;38695;99.9;2.5;1;3;40;0;0;0;1; 1
50;50;32;38695;38695;98.9;2;1;3;37;0;0;0;1; 1
50;50;30;38695;38695;98.9;2;1;3;37;0;0;0;1; 1
50;50;31;38695;38695;99.9;2;1;3;40;0;0;0;1; 1
19;19;36;38697;38697;950;2.5;1;3;40;0;0;0;1; 1
21;21;37;38697;38697;98.9;2.5;1;3;37;0;0;0;1; 1
22;22;38;38697;38697;950;2.5;1;3;40;0;0;0;1; 1
23;23;39;38714;38714;950;2.5;1;3;40;0;0;0;1; 1
6;6;67;39509;39509;10440.5;6.4;1;1;37;0;0;0;1; 3
38;38;65;39479;39488;950;6.4;1;3;40;0;0;0;1; 1
3;3;66;39479;39486;0;16.4;1;3;24;0;0;0;1; 1
37;37;62;39478;39478;267.3;16.4;1;3;24;0;0;0;1; 1
37;37;63;39478;39478;950;6.4;1;3;40;0;0;0;1; 1
55;55;64;39478;39478;0;16.4;1;1;24;0;0;0;1; 3
47;47;68;39578;39578;42.8;6.4;1;1;23;0;0;0;1; 3
45;45;70;39578;39578;490;1.9;1;1;40;0;0;0;1; 3
40;40;71;39584;39584;3105;0;1;3;8;0;0;0;1; 1
44;44;72;39585;39585;32429.8;0;1;1;8;0;0;0;1; 3
44;44;73;39585;39585;9250;1.9;1;1;40;0;0;0;1; 3
44;44;74;39585;39585;42299.9;8.3;1;1;23;0;0;0;1; 3
41;41;75;39585;39585;2851.2;0;1;3;8;0;0;0;1; 1
42;42;76;39586;39586;89.1;11.9;1;3;24;0;0;0;1; 1
43;43;77;39586;39586;950;2.6;1;3;40;0;0;0;1; 1
36;36;4;39292;39292;950;0;1;3;40;0;0;0;1; 1
51;51;5;39397;39397;46374.5;0;1;1;40;0;0;0;1; 3
51;51;6;39397;39397;5234.3;0;1;1;20;0;0;0;1; 3
52;52;7;39403;39403;558;0;1;1;18;0;0;0;1; 3
49;49;1;38680;38680;99.9;0;1;3;40;0;0;0;1; 1
