58;66;94;39690;39690;0;0.1;1;3;35;0;0;0;1; 1
58;66;95;39690;39690;0;0.2;1;3;4;0;0;0;1; 1
58;66;96;39690;39690;0;1;1;3;12;0;0;0;1; 1
58;66;97;39690;39690;0;2.3;1;3;5;0;0;0;1; 1
57;67;100;39690;39690;314.9;0;1;1;8;0;0;0;1; 3
59;68;103;39690;39690;16500;2.6;1;3;37;0;0;0;1; 1
59;68;102;39690;39690;9891;2.6;1;3;20;0;0;0;1; 1
59;68;101;39690;39690;18000;2.6;1;3;3;0;0;0;1; 1
65;69;104;39780;39779;950;2.6;1;1;40;0;0;0;1; 3
46;54;75;39578;39578;32.8;0;1;1;8;0;0;0;1; 3
39;56;77;39578;39578;490;0;1;3;40;0;0;0;1; 1
5;45;9;39397;39397;0;6.4;1;1;40;0;0;0;1; 3
5;45;8;39397;39397;0;6.4;1;1;20;0;0;0;1; 3
54;46;10;39397;39404;85.7;6.4;1;1;23;0;0;0;1; 3
24;24;47;38714;38714;950;2.5;1;3;40;0;0;0;1; 1
66;70;105;39780;39780;213613.6;8.3;1;1;23;0;0;0;1; 3
60;71;108;39792;39792;10330.6;2.6;1;1;3;0;0;0;1; 3
60;71;107;39792;39792;10330.6;2.6;1;1;20;0;0;0;1; 3
64;74;111;39957;39957;3099.2;2.6;1;1;37;0;0;0;1; 3
25;25;48;38716;38715;950;2.5;1;3;40;0;0;0;1; 1
26;26;49;38870;38870;950;2.5;1;3;40;0;0;0;1; 1
27;27;50;38870;38870;950;2.5;1;3;40;0;0;0;1; 1
28;28;51;38970;38970;950;6.4;1;3;40;0;0;0;1; 1
29;29;53;39023;39023;98.9;6.4;1;3;37;0;0;0;1; 1
29;29;52;39023;39023;890.2;6.4;1;3;37;0;0;0;1; 1
30;30;54;39046;39046;950;6.4;1;3;40;0;0;0;1; 1
32;34;58;39144;39144;9250;6.4;1;3;40;0;0;0;1; 1
10;35;57;39100;39059;952.6;6.4;1;1;40;0;0;0;1; 3
33;33;59;39100;39100;950;6.4;1;3;40;0;0;0;1; 1
34;36;62;39199;39195;989.1;6.4;1;3;37;0;0;0;1; 1
34;36;63;39199;39195;989.1;6.4;1;3;20;0;0;0;1; 1
34;36;61;39199;39195;989.1;6.4;1;3;3;0;0;0;1; 1
34;36;60;39199;39195;4050;6.4;1;3;23;0;0;0;1; 1
35;37;64;39199;39199;950;6.4;1;3;40;0;0;0;1; 1
35;37;65;39199;39199;4025;6.4;1;3;23;0;0;0;1; 1
1;43;69;39313;39313;950;6.4;1;3;40;0;0;0;1; 1
11;2;12;38693;38693;950;2.7;1;3;40;0;0;0;1; 1
7;1;11;38680;38680;950;2.7;1;3;40;0;0;0;1; 1
12;4;13;38693;38693;99.9;2.7;1;3;40;0;0;0;1; 1
8;3;16;38680;38680;30;2.7;1;3;40;0;0;0;1; 1
8;3;15;38680;38680;10;2.7;1;3;40;0;0;0;1; 1
8;3;14;38680;38680;10;2.7;1;3;40;0;0;0;1; 1
13;7;17;38693;38693;99.9;2.7;1;3;40;0;0;0;1; 1
9;10;22;38680;38680;20;2.7;1;3;40;0;0;0;1; 1
9;8;21;38680;38680;10;2.7;1;3;40;0;0;0;1; 1
9;6;19;38680;38680;10;2.7;1;3;40;0;0;0;1; 1
9;5;18;38680;38680;10;2.7;1;3;40;0;0;0;1; 1
15;9;20;38693;38693;99.9;2.7;1;3;40;0;0;0;1; 1
48;11;23;38680;38680;99.9;2.7;1;3;40;0;0;0;1; 1
49;12;25;38682;38680;10;2.7;1;3;40;0;0;0;1; 1
14;13;26;38682;38682;3505.5;2.7;1;3;40;0;0;0;1; 1
16;15;33;38695;38695;499.5;2.5;1;3;40;0;0;0;1; 1
17;16;34;38695;38695;99.9;2.5;1;3;40;0;0;0;1; 1
18;17;35;38695;38695;99.9;2.5;1;3;40;0;0;0;1; 1
50;18;41;38696;38695;69.2;2;1;3;37;0;0;0;1; 1
50;18;36;38696;38695;9.9;2;1;3;37;0;0;0;1; 1
50;14;32;38695;38695;9.9;2;1;3;37;0;0;0;1; 1
50;14;31;38695;38695;9.9;2;1;3;37;0;0;0;1; 1
50;18;39;38696;38695;69.2;2;1;3;37;0;0;0;1; 1
50;18;37;38696;38695;9.9;2;1;3;37;0;0;0;1; 1
50;14;28;38695;38695;9.9;2;1;3;37;0;0;0;1; 1
50;14;27;38695;38695;9.9;2;1;3;37;0;0;0;1; 1
50;18;40;38696;38695;69.9;2;1;3;40;0;0;0;1; 1
50;18;38;38696;38695;10;2;1;3;40;0;0;0;1; 1
50;14;30;38695;38695;10;2;1;3;40;0;0;0;1; 1
50;14;29;38695;38695;10;2;1;3;40;0;0;0;1; 1
19;19;42;38697;38697;950;2.5;1;3;40;0;0;0;1; 1
21;21;44;38697;38697;98.9;2.5;1;3;37;0;0;0;1; 1
22;22;45;38697;38697;950;2.5;1;3;40;0;0;0;1; 1
23;23;46;38714;38714;950;2.5;1;3;40;0;0;0;1; 1
6;49;2;39509;39509;10440.5;6.4;1;1;37;0;0;0;1; 3
38;48;1;39479;39488;950;6.4;1;3;40;0;0;0;1; 1
3;51;3;39479;39486;0;16.4;1;3;24;0;0;0;1; 1
37;47;70;39478;39478;267.3;16.4;1;3;24;0;0;0;1; 1
37;47;71;39478;39478;950;6.4;1;3;40;0;0;0;1; 1
55;52;73;39478;39478;0;16.4;1;1;24;0;0;0;1; 3
47;53;74;39578;39578;42.8;6.4;1;1;23;0;0;0;1; 3
45;55;76;39578;39578;490;1.9;1;1;40;0;0;0;1; 3
40;57;78;39584;39584;3105;0;1;3;8;0;0;0;1; 1
44;58;79;39585;39585;32429.8;0;1;1;8;0;0;0;1; 3
44;58;80;39585;39585;9250;1.9;1;1;40;0;0;0;1; 3
44;58;81;39585;39585;42299.9;8.3;1;1;23;0;0;0;1; 3
41;59;82;39585;39585;2851.2;0;1;3;8;0;0;0;1; 1
42;60;83;39586;39586;89.1;11.9;1;3;24;0;0;0;1; 1
43;61;84;39586;39586;950;2.6;1;3;40;0;0;0;1; 1
